#Meta infos
25,20
#Processing times
17,7,47,12,55,4,70,3,20,14,54,9,14,2,41,18,36,6,66,16,76,5,62,17,55,11,48,1,22,20,42,13,36,10,12
17,16,24,18,11,15,29,13,18,8,48,3,46,2,51,6,75,7,18,5,56,10,40,20,64,14,70,19,25,11,76,17,69,9,63
17,17,20,7,68,12,32,1,71,3,46,5,27,14,38,16,30,10,28,18,76,8,39,2,37,20,35,11,25,6,57,9,68,4,24
15,14,37,15,34,10,24,3,57,2,68,1,57,16,32,6,20,8,37,18,23,13,15,19,21,4,24,11,22,7,38
16,2,48,19,42,11,55,14,28,4,34,13,42,9,65,18,78,15,57,6,27,12,61,7,51,5,36,3,73,16,47,10,72
20,10,49,13,28,9,55,5,65,6,27,11,76,1,76,18,63,8,19,4,31,19,34,14,44,17,74,20,71,2,56,3,60,16,51,12,79,15,12,7,23
15,10,61,3,27,2,52,20,57,11,77,16,47,4,15,5,38,7,59,13,70,18,64,12,77,19,66,9,40,15,32
18,9,42,4,78,15,12,20,66,17,69,13,30,3,74,18,65,12,73,19,69,16,59,2,36,1,24,10,16,6,79,5,56,14,52,11,74
19,12,11,6,63,20,23,3,66,9,66,2,13,10,53,16,33,17,58,19,53,1,26,11,28,15,73,8,43,5,28,13,36,14,13,7,51,4,56
17,12,32,16,22,4,69,10,76,5,65,8,79,19,68,20,44,14,53,7,25,6,80,15,14,9,73,3,15,1,31,2,78,11,37
20,15,45,5,49,16,68,1,19,18,79,20,37,12,47,6,23,7,68,4,72,17,44,11,13,8,18,10,14,19,78,13,59,2,63,3,70,14,44,9,74
18,8,47,20,60,12,25,9,22,1,55,4,60,3,74,15,18,19,55,11,37,14,13,6,10,18,15,10,18,2,39,7,16,13,16,17,53
20,19,50,3,52,1,19,11,73,9,37,2,58,6,17,20,80,14,30,10,77,12,78,15,12,18,48,13,63,16,18,17,45,7,21,4,17,5,28,8,53
19,6,71,20,65,4,43,15,34,19,62,18,25,16,16,3,60,13,49,5,64,12,67,14,34,7,60,2,40,1,35,8,74,10,58,17,23,11,47
20,20,74,19,58,11,29,16,44,2,24,7,29,18,13,15,69,14,38,9,76,17,61,13,11,1,74,3,41,10,32,12,11,4,48,5,37,8,74,6,66
16,18,61,10,39,4,34,19,51,13,31,1,38,17,44,8,59,11,39,5,39,3,76,9,23,20,56,7,59,12,35,15,72
19,7,70,4,25,13,27,14,28,2,77,1,58,17,64,11,22,15,23,9,35,20,75,5,38,19,16,3,77,12,46,16,28,18,74,6,16,10,49
18,16,50,13,11,1,76,6,24,2,22,19,55,18,80,10,70,7,76,20,31,8,49,17,53,14,25,3,58,9,32,4,77,11,35,15,68
17,15,23,2,80,16,17,6,39,11,12,8,76,19,72,12,37,13,51,10,54,1,57,9,65,4,67,17,43,18,11,3,76,5,29
19,17,18,14,52,4,43,3,76,16,22,1,75,9,20,18,40,20,36,11,17,13,28,10,76,2,50,15,44,7,12,8,14,19,48,6,33,5,61
18,8,61,18,70,10,72,13,74,6,13,20,25,5,28,16,25,12,56,14,30,17,33,4,17,15,67,9,36,2,16,11,22,19,49,1,23
16,18,17,10,57,5,17,11,12,15,15,6,73,20,17,12,19,1,69,17,14,19,66,4,34,16,27,14,33,2,56,9,16
17,7,48,10,75,19,75,17,64,4,58,9,41,14,24,16,76,18,28,20,38,15,69,12,17,11,27,5,74,1,73,2,68,13,13
17,18,76,15,50,13,61,12,70,11,20,17,63,6,62,19,60,1,19,9,37,14,25,8,80,7,42,5,63,3,66,10,10,20,18
15,3,11,16,52,20,27,8,29,10,55,14,31,15,78,19,61,7,76,1,44,2,24,13,47,18,24,5,47,12,69
#Setup times
41,16,65,44,17,61,39,47,18,46,57,48,55,40,42,77,30,45,13,11,53,42,33,17,55
67,61,18,58,78,17,68,62,56,67,43,65,72,41,46,74,71,74,62,69,15,35,56,52,42
71,51,37,37,53,57,14,40,31,14,24,33,51,43,40,61,28,40,51,77,10,33,38,13,80
51,79,57,58,78,52,80,26,75,39,52,59,52,56,28,56,71,78,10,22,67,37,53,48,66
78,10,33,43,74,11,38,49,25,31,70,57,76,30,48,54,34,20,36,18,77,43,47,57,79
47,67,32,17,72,15,66,49,57,36,33,29,65,20,63,10,44,55,62,67,70,77,70,61,21
17,54,67,27,78,41,57,51,41,67,46,11,13,79,79,15,28,80,24,68,43,34,76,10,21
36,74,45,38,58,77,45,55,68,45,64,46,60,33,25,30,32,48,26,44,57,41,36,26,58
54,29,44,40,34,57,38,29,62,26,19,24,27,35,41,20,41,76,44,38,62,74,78,26,10
64,27,17,46,22,43,64,39,47,25,73,47,76,16,66,62,73,38,40,37,53,73,73,79,74
49,73,10,51,54,34,77,35,17,46,77,73,30,46,60,52,26,44,10,70,36,71,52,80,62
40,28,26,58,75,63,15,77,37,14,61,51,26,52,43,23,60,27,56,31,19,68,46,41,50
39,72,49,57,13,31,25,33,59,75,55,10,12,44,73,36,73,11,33,16,74,33,41,69,43
30,21,49,45,18,39,55,69,31,21,11,56,77,38,61,26,76,42,29,46,24,39,33,48,52
20,60,53,38,74,80,62,68,17,20,29,17,20,49,30,45,80,20,58,35,34,77,59,49,40
71,45,20,34,71,76,69,34,71,57,23,65,24,80,19,10,54,27,13,63,58,43,46,18,38
37,40,39,54,39,73,28,26,76,24,79,52,18,33,65,27,13,21,28,71,23,38,20,64,39
29,73,29,42,25,32,74,25,67,46,61,71,64,31,49,21,57,77,55,16,68,53,68,26,13
21,74,61,29,70,38,70,22,50,30,37,73,55,40,31,63,44,10,32,78,65,25,63,15,68
55,46,39,79,33,69,29,30,25,18,71,29,10,42,30,17,66,77,73,15,54,63,64,40,27
65,68,28,50,26,55,35,27,34,50,24,22,50,79,56,71,74,19,38,23,30,53,43,80,52
61,44,46,18,49,43,15,13,80,62,41,69,57,19,48,61,10,75,34,23,70,67,42,54,65
46,62,47,39,74,67,55,35,67,37,50,47,29,55,77,68,27,29,19,56,58,18,35,26,15
26,66,58,65,55,80,58,31,12,34,53,44,19,64,47,39,67,65,24,14,64,36,52,42,27
57,45,40,35,35,16,70,53,12,64,19,44,44,17,68,56,17,19,31,17,17,47,61,38,36
