#Meta infos
10,15
#Processing times
14,1,25,13,14,6,22,2,63,10,63,8,52,14,12,12,25,9,34,7,67,5,68,11,19,15,78,3,56
15,1,46,3,26,11,64,14,70,8,68,10,78,5,52,13,28,7,75,6,68,15,42,4,75,2,78,12,28,9,45
13,6,59,12,58,1,22,9,66,10,58,11,77,4,46,8,44,13,33,3,53,5,72,14,16,15,22
12,11,67,4,28,5,25,12,59,7,74,8,22,6,14,14,63,15,30,10,47,13,43,9,55
13,6,77,7,52,10,64,2,49,12,75,14,33,9,44,15,41,3,45,11,24,4,29,8,47,13,15
15,3,48,11,24,7,20,8,28,6,34,10,32,1,55,14,25,9,29,13,15,5,20,12,32,4,15,15,16,2,48
15,7,77,8,41,10,15,9,77,1,68,11,17,15,37,6,31,13,73,2,75,5,39,12,30,4,31,14,24,3,45
14,11,52,6,29,5,64,8,72,1,22,3,33,4,59,15,42,13,14,14,68,9,72,12,59,7,33,2,76
13,11,51,9,21,15,77,2,42,5,56,13,32,8,71,6,20,14,34,1,25,12,31,10,63,7,72
12,3,14,2,22,8,36,6,64,5,36,15,62,10,74,1,66,9,78,7,44,12,72,14,24
#Setup times
46,30,43,71,56,46,73,41,22,57
56,32,11,41,13,12,41,24,11,17
70,78,47,32,44,44,39,14,77,46
14,41,52,66,21,63,13,45,29,14
65,60,55,69,71,35,39,69,60,78
26,18,13,79,79,33,80,57,17,21
44,55,32,27,13,60,21,38,76,80
38,26,60,48,17,59,73,56,47,55
36,13,17,44,70,29,48,75,19,10
45,20,50,54,54,12,55,22,78,18
