#Meta infos
30,30
#Processing times
25,9,32,3,92,26,95,22,57,6,45,20,49,30,85,13,70,12,43,25,87,7,30,29,47,5,79,21,98,23,74,16,82,24,85,10,72,15,31,18,24,14,87,27,19,2,11,19,20,28,75
29,6,33,22,76,25,23,1,60,2,24,15,37,29,55,19,86,20,26,27,91,16,48,10,82,5,24,4,99,8,18,26,80,12,87,14,12,9,75,11,37,24,88,28,99,13,15,3,84,7,21,18,36,21,76,30,75,23,56
26,22,90,19,43,1,35,16,67,10,61,9,42,23,73,3,63,24,17,6,42,27,75,14,46,7,76,26,76,4,48,11,20,30,53,20,50,17,82,25,82,29,85,5,27,18,50,28,37,13,15,21,94
28,8,20,19,65,5,63,13,33,15,40,27,93,30,70,14,74,17,21,9,74,3,69,20,39,16,33,24,23,28,16,11,54,18,70,6,71,12,52,25,23,22,97,10,13,4,56,21,14,23,94,2,25,29,12,7,18
30,1,38,17,68,7,34,26,16,10,20,2,53,16,52,25,24,27,84,22,64,29,88,20,45,13,17,18,36,23,10,19,93,14,55,28,24,6,23,24,62,11,34,8,48,12,71,9,97,30,82,15,69,5,19,3,58,4,89,21,96
27,9,50,10,93,2,89,19,93,28,35,16,69,3,79,27,44,15,67,23,77,24,42,11,85,12,76,21,99,26,89,17,55,25,16,8,15,13,40,20,95,7,21,5,62,29,18,4,53,6,29,18,47,14,86
28,13,50,17,53,16,18,4,89,6,97,23,49,8,11,14,71,29,15,9,95,24,28,20,29,25,17,19,25,28,11,21,78,26,57,27,40,10,18,30,13,22,99,11,53,3,18,18,55,7,39,1,36,2,32,15,38
25,7,76,17,76,3,40,9,23,13,61,19,11,16,56,6,70,25,24,20,76,10,37,11,70,27,18,22,50,12,37,2,69,24,89,23,49,5,57,18,32,15,54,4,52,30,47,29,91,1,97
25,21,59,19,88,22,35,26,43,17,41,25,33,24,61,28,50,3,28,5,26,1,36,12,45,6,96,14,62,18,32,4,72,29,62,11,21,30,55,13,59,15,47,16,17,7,69,20,30,23,77
27,4,40,24,22,12,45,20,29,2,10,18,68,16,82,9,99,22,49,25,39,13,99,1,81,15,33,8,99,3,42,7,25,5,90,14,72,27,18,11,55,29,84,10,43,30,78,17,22,6,62,21,36,28,71
30,23,22,5,59,9,94,7,63,4,47,6,58,25,60,17,21,16,93,15,77,12,97,18,40,22,55,30,83,27,69,10,37,21,54,29,52,19,38,3,43,14,46,8,33,1,67,24,92,28,86,11,27,26,92,2,93,13,83,20,13
30,19,83,8,79,15,45,18,35,17,79,2,25,6,17,22,59,11,70,21,45,14,60,30,32,7,89,5,66,23,50,24,55,29,24,4,89,1,49,13,94,10,31,26,86,3,85,27,12,9,49,16,77,28,80,25,74,20,83,12,68
26,15,13,28,77,14,36,21,93,1,75,23,11,8,70,9,37,22,79,7,74,5,30,24,49,17,56,2,46,6,39,19,69,25,42,29,90,16,49,4,81,27,93,3,55,20,83,10,82,26,57,13,46
29,28,71,12,10,5,94,27,70,18,30,25,60,21,11,15,69,29,32,2,90,13,63,14,76,10,43,4,19,30,33,11,30,19,35,16,63,9,85,17,67,7,47,24,65,3,94,8,84,1,52,22,21,6,81,20,72,23,63
30,6,92,3,76,9,59,13,37,18,71,17,75,2,70,28,48,25,76,7,70,29,38,27,52,24,26,16,93,12,53,5,71,20,63,30,98,23,64,8,53,11,42,14,27,21,86,26,26,10,87,22,76,4,61,1,85,15,47,19,36
30,4,87,5,69,15,68,30,91,10,40,26,34,28,50,17,43,21,71,12,48,11,36,6,22,18,14,2,41,7,92,1,45,25,57,23,99,9,33,3,94,24,13,14,78,16,90,20,70,27,91,29,20,19,49,13,37,8,78,22,77
29,23,16,8,86,19,71,13,82,7,93,6,88,2,33,14,43,17,58,9,50,16,58,1,69,4,47,30,87,18,69,26,15,29,91,3,74,11,45,25,36,24,94,22,49,10,64,12,30,20,57,15,84,21,91,28,44,5,65
26,10,87,23,69,3,95,13,45,22,77,25,23,27,66,20,99,12,70,18,19,11,12,30,49,19,76,5,22,4,98,9,51,7,39,24,75,2,28,15,60,1,77,21,13,29,44,17,31,6,15,14,35
28,15,78,24,57,19,25,3,49,29,86,22,34,8,19,5,27,7,42,1,82,18,74,10,65,27,38,6,73,11,82,13,44,9,37,16,41,26,16,28,76,12,92,21,26,2,43,17,54,23,15,14,16,25,92,30,87
28,5,79,7,88,2,75,17,69,22,26,8,54,6,16,24,17,10,85,1,83,25,37,29,61,16,81,18,78,27,89,9,70,11,38,28,81,4,42,12,87,13,28,20,93,26,83,19,41,30,91,3,28,14,35,15,25
28,7,97,4,83,16,97,2,71,13,58,19,62,8,22,20,52,28,79,27,88,18,79,3,23,21,61,23,70,5,41,30,82,14,79,10,55,6,52,25,31,22,44,1,70,15,35,12,33,17,33,26,80,9,67,29,80
28,9,63,15,15,23,54,16,57,5,37,25,47,17,95,2,71,6,72,18,76,30,90,13,26,11,70,14,57,1,54,7,61,29,85,26,59,10,10,8,81,24,74,20,82,22,76,12,26,21,17,3,65,28,41,27,62
30,10,27,19,57,14,82,11,92,13,72,6,39,9,31,3,70,25,16,12,87,8,67,20,52,22,74,29,18,23,67,24,61,15,68,5,28,21,19,17,12,27,81,18,57,16,93,28,34,30,43,4,77,26,42,7,23,1,67,2,12
30,5,64,18,51,29,60,30,49,21,89,14,89,19,85,7,97,9,96,22,74,11,88,16,83,2,15,28,47,13,84,8,55,24,21,23,83,3,66,6,19,1,22,27,67,26,77,15,65,12,40,17,89,10,74,25,22,4,75,20,25
28,23,59,8,21,9,89,5,34,21,83,24,31,4,50,14,13,28,62,1,56,22,64,30,93,18,79,11,57,10,51,25,71,3,70,26,64,7,46,12,68,19,45,2,95,6,43,15,80,29,31,13,59,17,95,27,72
28,11,47,24,75,6,56,1,51,2,94,5,25,18,91,14,67,23,83,15,98,26,58,25,16,20,89,19,69,27,40,16,23,21,45,30,17,12,51,3,53,29,97,10,46,9,32,28,53,4,17,8,71,22,30,7,63
30,28,82,14,97,29,88,4,64,13,70,8,48,11,11,10,55,22,54,2,13,9,75,25,13,16,97,1,16,20,89,24,34,21,15,19,37,17,54,15,45,27,11,6,31,5,84,18,66,30,68,26,59,7,72,23,97,3,49,12,65
29,9,17,1,44,18,11,17,84,16,11,24,64,11,36,10,25,21,40,26,57,2,93,3,22,23,63,7,47,20,52,15,93,14,90,13,43,22,19,27,67,30,34,29,30,4,15,19,12,25,50,28,37,8,51,6,60,5,39
28,8,72,20,51,6,33,28,32,2,25,7,92,3,99,9,51,21,17,11,74,15,60,14,66,4,44,13,41,26,78,17,91,29,85,27,96,12,78,18,88,1,14,10,18,23,21,5,70,22,82,16,24,19,99,25,24
30,2,38,1,17,28,58,8,53,20,18,25,98,13,66,18,60,16,80,5,41,30,36,4,39,17,21,14,53,29,60,19,59,15,98,6,89,23,72,24,82,7,71,11,26,27,26,21,35,3,29,10,50,26,76,9,37,12,16,22,11
#Setup times
20,37,64,89,58,15,21,73,76,99,33,21,55,60,18,45,89,63,90,53,58,82,55,62,24,74,91,97,62,76
48,44,36,25,23,18,12,40,38,47,73,43,81,69,52,44,35,94,98,12,17,12,25,59,74,36,42,91,91,97
50,67,98,11,64,58,25,23,38,98,38,69,58,72,56,18,10,93,68,12,13,81,37,51,78,85,44,89,66,90
57,47,47,26,86,68,41,48,90,61,96,87,11,23,88,94,80,30,53,33,29,89,11,99,19,84,16,14,70,89
36,48,55,93,60,20,87,67,78,41,86,96,20,10,82,54,74,75,22,40,64,50,55,20,26,14,49,88,87,91
76,78,68,73,37,14,47,86,98,67,20,28,45,11,79,40,98,30,20,91,16,57,41,98,53,55,96,81,70,14
39,24,81,75,73,19,49,10,21,61,61,20,85,81,77,24,88,25,71,23,11,72,57,50,14,84,10,30,44,47
44,78,28,62,87,59,20,26,23,60,35,67,14,51,97,86,95,16,94,26,85,42,51,53,56,54,24,94,29,42
61,39,95,35,55,53,67,68,84,85,29,60,95,43,68,67,81,19,54,73,51,77,38,23,80,32,48,44,69,76
93,89,68,97,93,50,93,37,57,70,66,49,49,30,80,31,28,59,61,95,17,62,24,22,24,96,66,51,47,88
85,15,97,86,77,88,16,23,35,48,38,62,71,83,34,91,58,49,71,69,81,66,26,56,22,53,70,91,56,32
31,46,27,26,67,18,14,14,96,92,37,45,24,93,75,30,63,21,57,24,88,82,87,70,23,31,94,87,74,42
63,85,93,15,58,54,34,83,32,67,81,69,68,94,56,25,52,95,19,84,96,86,55,59,19,88,43,24,32,70
58,79,93,51,10,57,75,62,16,41,42,63,77,40,86,57,47,22,43,47,25,68,36,24,34,81,11,82,83,71
69,28,64,61,56,55,26,26,92,80,55,87,58,54,11,71,38,69,38,39,20,57,64,59,55,25,12,54,11,71
60,25,23,72,74,28,26,41,69,67,81,63,28,77,61,78,20,25,64,35,30,12,25,53,62,36,29,38,78,99
89,30,63,41,14,48,98,24,35,42,37,35,74,97,75,30,57,74,66,13,57,58,28,64,91,48,71,10,10,23
54,25,39,61,36,45,48,19,92,79,27,19,61,95,99,51,45,95,36,88,60,40,86,73,98,40,57,20,24,73
62,11,24,77,14,18,76,82,12,34,53,18,10,80,86,86,92,71,18,13,35,15,29,67,26,35,28,86,68,76
60,57,92,44,19,57,60,93,42,55,84,94,92,56,96,77,53,10,91,74,17,46,54,30,82,41,86,47,62,87
79,12,97,54,93,46,80,80,28,78,86,58,38,88,63,14,82,57,29,59,63,46,41,70,71,54,88,48,78,74
25,66,83,65,87,55,69,27,79,58,20,78,42,64,93,50,36,11,16,49,40,58,97,41,89,22,59,60,59,12
60,73,72,60,59,92,48,61,43,49,60,48,84,96,75,72,74,32,73,16,37,85,42,83,15,76,88,42,70,96
22,91,92,10,62,81,17,56,88,98,62,31,46,29,96,77,76,31,34,14,28,29,98,38,30,39,48,60,28,47
15,30,79,76,87,90,37,60,31,96,32,94,93,27,86,92,11,58,49,46,90,98,61,90,61,74,31,72,91,42
27,77,42,44,98,68,92,91,45,84,76,83,33,31,65,34,81,69,94,38,38,51,95,38,87,10,27,90,85,76
18,94,52,90,50,12,95,19,54,41,63,75,54,94,86,54,54,34,48,36,52,41,41,75,71,13,41,89,59,67
26,48,67,45,96,56,86,85,47,43,10,95,10,11,17,29,77,23,12,61,97,54,97,10,40,86,21,45,49,15
38,97,77,35,71,95,12,67,80,11,36,38,21,73,50,12,30,96,73,68,24,12,88,48,75,59,55,58,72,30
58,61,69,29,56,58,13,99,21,43,48,21,25,81,51,43,72,37,36,36,83,88,31,39,77,21,40,15,64,78
