#Meta infos
15,15
#Processing times
14,3,54,2,68,1,32,5,25,14,32,9,38,7,49,11,31,13,53,6,51,12,45,8,36,4,13,10,46
15,13,23,12,80,6,30,11,24,8,44,2,31,1,71,4,80,3,78,9,19,15,78,14,57,10,62,5,14,7,53
12,12,45,2,37,8,49,11,12,9,26,14,41,7,49,4,36,6,33,15,11,13,56,3,64
15,15,32,13,23,11,78,9,60,7,47,2,18,10,73,14,72,12,79,4,16,1,39,8,30,3,72,6,39,5,41
14,13,75,7,44,5,24,1,11,9,66,15,27,14,58,4,23,10,16,2,32,3,28,11,53,12,33,6,67
13,7,26,14,50,15,27,3,70,8,70,13,42,1,57,5,66,4,36,10,27,2,44,6,26,9,43
14,1,61,2,58,12,23,3,38,9,10,11,34,14,51,6,78,7,22,8,24,4,20,10,70,13,46,15,76
13,10,61,6,60,1,19,14,69,4,78,5,63,8,69,9,31,7,54,13,76,2,10,12,10,3,53
15,8,10,12,51,10,49,11,23,9,60,15,12,2,10,14,38,1,79,13,59,7,66,4,78,5,63,3,14,6,62
12,10,58,13,10,12,62,14,46,3,75,5,15,15,36,6,41,8,63,4,72,7,50,11,76
13,8,73,4,24,14,31,13,71,10,42,15,72,3,20,6,44,7,66,5,12,1,46,11,33,9,68
14,7,22,1,25,8,67,5,16,12,57,6,17,14,68,15,78,11,78,9,68,2,80,13,25,3,30,4,77
13,8,21,3,58,5,72,6,67,7,26,13,63,2,71,12,47,11,13,1,61,4,74,9,72,15,27
12,3,34,12,54,15,65,6,42,4,80,11,71,9,34,2,53,13,75,10,22,1,54,7,18
14,4,34,3,34,10,51,13,66,1,23,8,21,11,10,15,56,12,25,5,19,2,68,7,33,9,32,14,13
#Setup times
38,32,46,68,48,54,51,72,50,14,65,26,22,47,50
53,26,55,67,44,49,30,36,72,37,58,36,20,21,76
27,58,34,78,80,48,15,15,19,14,45,53,29,28,56
62,43,63,65,64,33,40,68,58,76,38,67,61,60,64
12,34,79,49,61,23,34,51,24,72,73,68,22,30,14
80,57,77,69,70,65,24,19,13,71,34,72,46,47,42
28,40,62,31,68,66,55,27,76,80,70,70,27,66,23
36,11,57,45,69,67,23,17,14,70,17,15,52,70,69
36,28,22,33,51,41,36,77,46,66,56,61,72,54,55
25,12,23,61,45,64,45,67,70,68,24,22,15,22,54
33,36,28,50,42,29,78,46,11,14,61,44,46,47,68
54,61,56,26,32,41,55,42,53,66,31,67,38,65,25
49,58,63,37,69,59,73,24,65,59,40,61,41,12,72
20,18,45,71,28,15,14,57,31,30,65,46,39,75,52
43,49,30,60,69,15,49,74,76,31,34,18,63,23,53
