#Meta infos
20,15
#Processing times
13,13,54,15,65,11,81,7,35,14,52,4,97,10,16,5,75,6,57,8,35,1,51,12,79,9,28
15,14,93,15,67,6,74,12,59,9,72,10,20,1,87,8,70,13,33,2,46,5,97,4,64,3,11,11,45,7,72
14,3,29,4,71,7,37,8,85,9,95,2,88,14,48,12,44,10,50,6,56,1,93,15,91,5,95,11,15
13,15,80,10,14,7,94,14,30,1,73,3,43,9,62,6,97,5,30,2,85,12,83,8,97,4,52
11,15,13,1,67,8,61,10,37,5,92,12,47,4,66,3,96,11,32,9,75,6,87
10,2,45,11,82,1,50,14,98,3,29,6,58,4,85,9,43,15,100,13,57
14,7,59,9,98,14,97,6,80,11,49,5,34,12,32,8,28,10,95,13,19,4,10,3,63,1,26,15,24
10,3,81,7,47,13,65,1,33,2,22,4,73,6,55,5,42,9,35,14,24
10,11,80,2,14,10,94,14,45,12,62,3,26,7,81,6,17,13,74,15,40
14,14,31,15,79,10,94,7,40,9,50,11,76,6,75,4,50,13,55,2,65,8,52,1,10,12,24,5,14
14,8,55,12,49,9,17,13,83,14,35,6,25,5,99,2,14,11,62,1,29,3,11,4,92,15,13,10,60
13,1,72,9,13,15,90,12,62,6,20,10,66,13,84,4,67,7,96,8,91,3,86,14,82,11,14
15,3,79,13,38,15,27,6,43,9,58,4,94,14,49,5,44,10,26,2,19,7,21,12,83,11,45,8,52,1,56
13,14,29,5,85,8,19,2,41,6,53,3,24,15,80,7,60,4,63,12,53,13,13,1,26,9,21
15,8,44,10,30,11,33,13,71,4,85,14,50,6,22,7,61,1,16,15,68,2,21,9,17,5,36,12,16,3,12
14,12,97,9,14,5,26,11,37,7,40,3,69,4,63,14,33,15,18,2,16,13,82,1,16,8,32,6,70
14,15,15,8,57,6,24,2,70,10,97,7,89,9,42,14,26,4,34,5,57,11,100,1,27,3,75,12,54
13,8,71,15,47,13,84,3,58,5,40,10,47,2,77,11,71,7,47,9,94,1,15,12,40,6,79
12,13,92,11,71,7,28,12,66,14,25,4,80,8,69,1,100,2,21,15,45,10,90,3,70
10,11,58,10,43,12,28,5,74,14,98,2,72,7,87,15,52,8,99,9,29
#Setup times
0,24,32,23,16,25,39,30,39,31,10,13,30,23,25,24,31,24,38,14
15,0,13,39,28,33,36,40,14,31,26,37,33,27,18,34,24,18,33,14
39,12,0,21,22,15,16,38,22,24,30,14,39,33,23,17,28,21,32,25
26,27,25,0,38,11,33,29,26,30,17,23,27,11,39,12,20,19,32,38
29,17,40,11,0,20,29,20,16,20,30,30,19,38,19,15,29,19,11,23
27,18,21,13,35,0,30,12,13,20,18,17,20,19,31,17,37,21,30,38
15,10,22,24,12,39,0,34,28,29,38,27,10,38,35,22,25,37,21,25
35,20,16,13,37,31,17,0,10,32,11,30,15,24,37,33,39,20,27,26
19,17,19,40,18,34,18,10,0,18,36,31,32,15,38,15,23,39,13,23
15,33,16,21,28,37,40,29,17,0,33,32,13,40,37,34,32,26,20,11
20,18,24,20,36,38,30,33,20,11,0,10,40,39,34,28,15,18,11,19
20,13,18,15,37,30,38,26,35,22,30,0,12,15,37,12,35,34,16,33
27,23,33,13,12,12,15,24,10,11,14,21,0,18,18,10,20,20,39,12
20,18,29,14,14,12,25,28,15,12,40,20,17,0,40,25,39,26,39,36
21,30,34,36,31,40,32,38,35,11,13,15,23,37,0,37,18,15,15,20
32,20,14,32,25,17,10,29,11,18,21,16,17,25,34,0,17,18,35,31
40,11,23,21,28,26,29,29,31,33,14,11,22,40,28,14,0,37,33,17
40,27,26,17,38,21,13,27,19,13,30,39,27,40,35,19,13,0,16,10
30,10,19,26,14,28,18,31,22,27,40,13,13,10,27,22,36,16,0,19
16,28,21,23,10,24,27,31,27,11,11,33,28,33,18,18,35,38,30,0
