#Meta infos
20,15
#Processing times
13,1,52,2,97,6,32,4,89,8,54,3,67,7,91,12,91,11,56,5,25,13,78,14,10,10,31
11,4,88,11,64,8,46,12,16,9,53,7,40,1,26,3,87,5,22,13,44,10,53
15,3,65,13,49,1,45,10,18,15,50,11,14,12,94,7,82,4,29,9,97,8,72,2,52,6,44,14,10,5,53
10,14,61,5,92,11,97,13,38,6,13,10,75,1,100,15,82,2,27,9,40
14,11,48,8,68,6,27,2,79,7,30,14,29,12,40,1,94,9,66,3,17,15,66,4,55,10,26,13,46
14,11,38,12,77,4,15,2,56,13,33,5,92,6,86,8,96,14,18,1,71,7,40,10,81,3,81,15,49
12,8,62,9,80,5,60,15,69,10,71,4,92,13,93,7,20,1,84,3,99,11,30,6,51
10,9,19,13,65,8,59,3,30,6,45,14,76,10,89,4,27,7,77,2,13
15,9,14,5,19,12,11,13,95,14,29,3,71,2,74,6,36,1,28,8,34,7,62,4,80,15,16,11,53,10,88
10,10,100,7,79,6,62,11,88,5,20,4,31,3,48,13,66,1,94,15,44
12,6,35,2,34,13,54,1,80,9,24,14,35,8,87,11,68,3,35,7,83,4,13,12,35
11,8,92,2,30,10,11,13,94,6,46,7,73,9,38,14,20,4,62,15,17,11,69
11,13,95,4,21,10,78,15,54,8,37,6,46,11,96,3,76,9,84,2,10,12,27
15,13,48,1,89,11,17,7,41,14,27,8,69,10,90,4,93,3,50,6,32,15,65,9,94,5,50,12,16,2,58
14,6,76,10,35,7,55,13,56,2,90,5,55,1,46,11,97,4,27,14,35,8,48,9,19,15,17,3,19
10,15,60,2,37,6,87,5,34,7,61,10,94,8,44,11,54,9,64,4,47
10,1,82,14,58,7,10,12,47,4,80,2,97,6,79,13,13,8,60,9,84
10,1,13,2,95,7,10,3,68,9,23,11,15,14,25,5,80,4,37,8,38
12,7,45,15,35,12,15,14,35,9,95,10,19,2,25,1,82,11,89,5,44,6,66,8,39
11,15,19,1,53,4,100,9,62,3,61,8,13,10,23,13,35,2,32,14,92,5,29
#Setup times
0,20,30,35,25,10,37,15,37,10,35,35,28,14,28,31,28,24,12,20
39,0,23,19,15,21,19,31,28,16,36,22,24,39,29,30,27,40,20,14
14,15,0,11,18,28,24,20,14,19,34,38,24,11,20,15,24,18,30,13
20,18,34,0,31,34,23,29,14,33,31,13,39,28,20,37,24,14,17,15
23,16,28,15,0,36,40,12,36,11,25,33,22,16,39,13,25,13,30,24
37,12,29,40,10,0,21,39,16,28,38,11,25,26,37,19,30,30,33,14
36,20,22,35,40,13,0,21,24,22,32,17,14,29,20,24,37,22,26,28
19,27,21,30,26,18,15,0,14,40,24,35,11,12,14,32,32,25,20,38
21,16,21,39,35,37,21,24,0,15,25,10,10,21,22,24,12,28,14,10
38,11,33,29,10,26,14,20,10,0,36,36,22,10,35,22,37,26,17,12
23,39,18,36,33,27,15,15,20,18,0,25,36,20,11,39,20,26,29,39
36,30,21,23,21,30,35,17,11,29,13,0,20,39,18,36,10,36,14,18
14,18,17,16,25,39,37,40,40,25,33,15,0,25,18,18,15,23,34,38
13,40,37,23,20,16,30,25,26,27,35,18,27,0,37,32,34,32,40,10
13,40,12,22,10,26,15,11,17,19,39,16,15,20,0,15,14,31,39,14
17,25,40,14,13,19,19,28,37,10,33,20,26,39,25,0,27,33,37,16
16,36,36,12,25,34,11,10,37,28,40,29,23,20,33,25,0,15,18,15
23,18,37,14,29,14,11,29,38,15,29,38,13,31,13,18,29,0,23,13
37,26,27,35,37,38,11,40,15,28,30,39,38,37,35,17,25,35,0,34
22,34,33,10,35,23,28,14,26,36,18,23,21,18,35,25,32,21,30,0
