#Meta infos
10,15
#Processing times
15,4,15,14,41,12,26,7,28,10,22,9,52,15,67,8,79,2,25,6,17,13,21,1,73,5,45,3,13,11,64
15,12,30,7,59,15,57,2,58,6,54,10,30,4,17,14,45,11,58,3,60,1,20,9,25,8,79,13,68,5,49
12,3,42,9,62,7,49,11,17,2,79,8,39,15,55,1,53,4,44,14,19,12,12,10,46
15,2,15,9,20,1,41,14,27,5,42,4,26,7,76,13,40,11,73,10,75,3,25,15,80,8,49,12,80,6,12
12,7,23,2,20,11,11,14,54,10,12,15,31,13,47,4,40,8,27,9,54,1,51,6,51
12,14,59,7,11,10,67,5,33,13,75,1,11,8,58,2,12,15,22,6,75,12,65,9,45
12,4,62,6,45,2,78,12,75,8,15,10,11,13,36,7,57,5,78,11,58,14,62,15,55
12,7,48,1,53,12,63,9,11,3,67,2,17,10,28,13,72,8,62,6,52,5,52,4,20
13,13,75,5,13,3,47,15,33,1,30,4,21,2,23,6,44,8,11,7,68,9,57,11,28,10,76
15,2,73,7,22,13,14,3,43,6,33,9,11,1,38,4,70,11,47,10,31,12,12,14,40,15,48,5,53,8,19
#Setup times
63,69,75,45,56,75,62,72,19,72
77,80,79,49,20,58,21,34,48,54
60,18,74,44,28,24,51,43,50,11
25,33,17,48,11,41,54,55,41,19
31,47,70,23,59,80,44,41,18,27
57,58,54,50,19,57,42,66,20,13
74,57,26,75,52,52,73,10,35,10
23,57,33,21,20,36,69,69,67,49
66,20,51,50,46,61,23,15,28,37
69,59,47,76,22,19,47,45,70,13
