#Meta infos
10,5
#Processing times
4,2,58,4,58,5,30,3,37
4,2,75,5,18,4,33,3,22
3,4,74,2,45,5,12
5,2,47,4,17,1,35,5,22,3,12
4,1,71,5,45,2,64,3,35
3,4,30,1,33,5,58
3,2,32,5,70,4,79
3,3,60,1,25,2,16
4,4,34,2,74,1,23,3,47
3,5,26,2,18,1,35
#Setup times
39,41,75,35,48,48,76,79,34,49
23,32,77,67,52,43,65,70,72,78
63,64,17,21,33,41,41,72,25,59
29,18,22,25,11,70,43,69,80,50
31,79,26,61,71,29,68,70,80,57
16,69,58,58,48,78,21,44,35,44
19,77,44,20,50,55,79,80,73,19
62,61,57,54,41,28,50,36,75,34
47,23,60,58,55,68,73,75,55,32
59,58,75,64,56,31,36,36,49,67
