#Meta infos
10,10
#Processing times
10,3,91,6,52,4,67,2,76,8,53,5,89,1,60,7,71,10,95,9,68
9,9,88,10,63,3,51,7,89,8,51,6,57,5,93,1,60,2,55
5,7,62,4,79,2,50,1,56,3,59
10,6,96,1,75,5,71,10,92,3,91,2,65,9,91,7,85,4,62,8,59
6,6,54,1,61,10,69,8,50,4,90,3,58
10,3,54,6,79,2,80,9,91,1,77,5,81,4,65,10,63,8,74,7,63
6,3,68,8,88,10,89,4,58,1,91,5,69
5,6,92,3,91,9,82,2,85,1,74
9,8,86,7,50,9,76,5,78,4,90,10,63,2,66,1,61,3,94
8,3,90,8,81,9,85,5,56,1,62,10,55,6,79,4,52
#Setup times
64,95,87,85,79,81,92,92,55,61
71,81,54,57,55,64,77,53,64,51
87,96,83,90,93,53,54,61,77,92
60,51,66,65,53,88,79,77,86,64
76,50,73,82,97,63,74,75,56,53
88,57,71,70,61,56,94,86,52,82
58,55,52,88,84,71,95,60,70,70
94,58,77,66,61,55,93,56,79,81
61,68,60,89,66,64,91,71,85,54
70,55,82,58,81,83,62,53,98,74
