#Meta infos
15,15
#Processing times
13,10,53,14,80,11,33,2,57,8,15,1,16,5,74,15,79,9,24,12,54,3,21,7,11,6,79
13,9,42,11,77,8,80,5,62,13,69,1,77,3,13,10,80,12,34,2,76,14,18,15,39,7,46
14,10,28,6,79,1,70,14,78,15,25,2,39,7,33,12,36,3,56,11,35,5,24,13,44,9,29,8,31
14,9,44,7,52,8,52,11,53,2,47,6,76,15,75,12,61,13,31,3,56,10,13,1,66,14,66,5,76
13,6,78,10,60,1,43,11,61,9,27,14,11,5,52,2,43,15,39,3,66,4,80,13,80,8,47
15,12,62,14,71,1,38,9,51,2,19,7,46,13,11,11,59,4,72,5,21,10,65,3,39,15,37,6,32,8,71
15,2,54,12,71,14,28,6,68,1,36,13,32,11,32,4,22,8,51,9,21,5,46,15,50,10,52,3,60,7,23
13,5,31,13,13,6,47,15,64,11,40,2,61,9,22,14,18,10,29,12,45,8,33,4,72,7,74
12,10,67,12,62,13,38,5,45,7,78,11,20,9,11,15,35,14,36,2,26,6,65,1,44
15,15,55,9,50,14,12,4,14,8,45,12,33,10,21,7,39,11,31,6,29,2,80,1,41,13,68,3,12,5,28
14,8,66,7,24,1,19,9,31,6,16,5,46,10,22,3,22,11,34,15,11,13,49,4,39,2,63,14,79
12,4,11,10,18,15,76,3,52,2,54,14,46,1,16,13,24,11,31,12,55,7,24,6,20
13,10,31,4,13,15,78,13,12,5,72,8,54,7,80,6,39,12,42,3,54,11,62,14,31,1,31
15,2,10,11,39,9,21,12,40,14,36,4,24,15,61,3,67,8,54,5,75,1,62,6,62,10,61,7,65,13,44
14,13,42,1,46,11,25,3,43,7,58,12,42,5,69,2,48,8,13,14,27,9,33,6,28,4,25,10,17
#Setup times
66,12,41,77,62,30,62,64,59,73,36,61,34,78,51
31,50,18,74,79,31,37,42,66,61,60,18,73,26,65
21,37,42,46,42,75,26,77,80,16,32,12,63,69,62
14,50,29,77,15,80,58,36,20,29,12,78,20,72,17
26,68,31,38,49,43,74,69,43,55,56,47,29,55,36
41,15,29,27,10,15,77,63,77,64,33,39,45,11,22
55,26,55,77,72,12,11,24,32,47,51,22,77,33,28
30,54,20,26,60,13,79,57,80,45,59,25,29,31,70
59,14,72,33,56,66,63,33,69,18,78,46,34,51,55
63,63,62,50,28,14,69,24,67,68,58,22,41,74,80
46,59,20,56,47,10,14,51,44,74,23,67,37,56,49
56,65,31,50,63,79,13,37,76,40,78,52,37,18,61
67,73,35,32,20,58,69,43,47,43,17,25,72,32,10
39,39,59,46,44,34,73,65,79,77,32,27,63,58,77
33,59,18,50,18,24,35,40,50,78,24,47,23,25,61
