#Meta infos
10,10
#Processing times
7,8,67,2,79,4,83,1,86,7,96,5,58,6,56
5,3,96,1,77,9,63,4,53,7,99
9,4,82,1,50,7,92,5,70,2,61,9,70,8,65,3,71,6,73
1,5,56
10,8,69,2,95,10,57,3,65,7,89,9,66,1,53,5,84,4,69,6,74
1,2,62
9,4,83,8,75,3,55,1,94,7,76,2,97,6,65,5,87,9,80
4,7,78,10,51,5,65,2,92
10,10,72,3,69,6,50,4,61,8,80,7,89,1,98,2,92,9,72,5,81
2,7,81,5,99
#Setup times
76,63,61,87,53,62,81,61,63,69
86,99,64,53,70,69,82,63,80,68
71,67,95,59,95,93,87,56,88,72
75,71,79,59,57,92,54,56,77,53
78,86,52,99,86,68,70,65,74,74
82,83,87,77,92,80,54,97,77,77
88,61,75,72,91,57,92,84,93,52
99,93,62,98,51,51,51,76,74,58
63,99,63,68,74,58,65,69,58,80
56,74,89,87,75,87,94,70,63,67
