#Meta infos
10,5
#Processing times
4,1,17,4,14,3,65,5,57
5,1,30,4,56,3,98,2,33,5,23
5,5,20,1,80,3,72,2,97,4,57
4,3,22,4,62,2,58,1,94
4,3,69,2,67,1,82,4,99
5,3,15,2,41,5,48,1,33,4,86
4,2,61,4,77,5,30,3,86
5,5,14,3,24,4,62,2,21,1,20
3,4,36,2,46,1,98
4,2,83,3,11,1,56,4,58
#Setup times
0,21,19,31,29,40,24,38,40,36
37,0,29,25,39,33,28,38,12,26
27,38,0,39,19,11,37,28,15,11
34,27,15,0,22,30,40,13,22,34
27,14,27,34,0,18,24,30,32,40
20,37,34,35,15,0,21,28,10,14
10,38,15,17,16,31,0,10,16,29
33,33,27,28,38,24,28,0,23,17
28,33,10,11,32,39,21,28,0,21
15,15,30,28,22,39,40,25,40,0
