#Meta infos
10,5
#Processing times
3,5,17,1,73,4,67
3,2,17,5,69,4,14
4,1,72,3,26,2,81,4,65
3,3,27,4,75,1,38
3,4,18,2,66,3,100
5,5,96,2,69,1,47,3,36,4,53
4,4,97,2,63,5,20,1,95
4,2,40,5,54,1,54,3,50
4,2,55,4,82,5,88,1,59
5,5,31,2,20,4,69,1,92,3,33
#Setup times
0,40,19,34,15,37,24,35,27,33
13,0,37,12,35,13,39,25,12,38
26,10,0,18,23,26,39,31,36,16
25,17,10,0,18,22,31,14,10,16
36,19,13,33,0,37,19,33,26,12
40,20,38,24,12,0,31,10,15,27
36,12,25,11,11,29,0,12,18,20
34,10,38,31,17,22,30,0,14,38
34,10,26,34,21,39,12,10,0,16
13,37,38,10,28,39,22,10,35,0
