#Meta infos
25,20
#Processing times
17,7,52,5,36,3,27,15,44,2,40,9,41,11,34,4,50,20,20,8,76,12,45,6,43,16,78,14,57,18,23,17,15,1,57
17,3,66,5,19,10,31,19,70,12,10,1,71,17,36,20,57,18,34,6,73,15,71,16,48,4,43,2,69,9,21,14,48,13,29
19,13,68,8,57,2,77,9,43,16,48,10,20,5,39,6,53,17,54,7,36,3,79,18,80,12,44,15,64,1,18,11,18,4,66,14,58,19,51
18,20,55,17,20,13,40,16,46,5,64,2,47,14,57,8,75,3,27,9,79,4,58,19,36,6,32,18,70,7,15,10,69,11,41,12,52
16,4,52,17,13,10,76,16,43,2,39,19,77,15,28,11,37,13,43,12,18,14,56,5,59,3,14,6,65,9,62,8,57
20,15,71,18,42,5,31,20,78,3,31,11,66,19,22,1,11,9,80,7,46,14,11,13,21,16,24,4,47,17,38,8,42,10,54,12,40,6,57,2,48
16,20,23,19,21,8,46,9,35,6,43,7,68,16,56,18,33,12,19,11,42,5,47,13,72,14,37,15,62,17,35,4,59
20,19,80,20,11,1,31,13,60,16,67,4,73,15,25,6,68,5,67,17,43,11,53,18,29,3,12,12,13,9,34,7,12,2,70,14,18,10,39,8,55
20,10,14,17,64,16,10,13,58,18,56,3,25,8,63,15,56,5,68,9,50,12,17,7,69,6,25,20,71,19,79,4,59,11,58,2,34,14,56,1,74
15,17,39,2,26,9,26,3,66,8,46,1,15,10,43,5,12,12,80,15,12,18,57,13,75,19,63,11,69,20,12
18,5,12,17,57,9,54,1,42,3,71,13,34,19,59,14,70,15,38,6,68,20,17,12,79,7,58,8,24,10,21,11,13,18,58,2,52
19,12,57,3,56,17,55,20,55,2,68,1,22,9,20,5,22,16,31,13,75,18,23,11,38,4,62,10,38,14,30,7,46,15,51,19,37,8,66
19,16,50,11,66,14,27,17,29,18,57,19,46,3,17,15,66,6,27,9,55,1,73,13,22,12,28,2,24,5,42,10,77,7,39,20,79,8,19
18,5,53,6,14,8,62,19,51,16,49,12,14,1,36,15,22,20,62,18,35,17,45,11,47,13,54,2,38,10,37,14,19,9,61,7,69
19,14,24,17,60,9,53,1,10,12,39,2,18,8,43,10,47,5,45,16,59,15,13,6,45,18,23,19,45,4,25,11,55,7,74,3,22,13,56
15,6,29,5,11,20,79,16,47,12,53,3,36,4,27,15,67,17,21,9,41,8,25,1,70,11,50,7,55,10,76
19,16,58,2,12,10,33,13,40,11,57,5,23,3,54,19,23,4,53,12,31,15,51,1,24,17,19,9,76,14,74,18,53,7,28,20,68,8,36
16,4,73,9,18,15,42,1,63,14,33,19,34,7,68,12,61,10,36,13,21,17,80,5,49,20,29,11,28,3,49,8,19
15,3,14,5,24,13,59,10,39,12,64,18,39,16,10,2,20,1,42,7,51,19,64,17,61,4,30,14,71,8,66
15,6,43,5,37,11,25,14,60,1,38,19,77,4,78,8,19,20,48,10,29,13,16,9,44,16,69,7,56,3,47
18,2,42,17,32,18,25,3,41,12,38,9,70,11,54,16,50,20,32,1,41,8,46,5,80,14,56,15,19,4,75,6,65,19,42,13,26
16,15,66,12,41,5,34,10,76,1,60,6,68,14,29,3,26,18,37,20,55,11,21,17,22,13,44,19,45,7,42,8,21
15,7,70,10,51,17,14,9,11,12,49,2,30,18,46,1,59,11,31,19,47,14,55,20,44,6,53,3,24,16,46
20,13,73,18,44,19,22,11,13,15,43,10,10,1,66,9,11,14,62,6,73,12,56,20,80,4,28,7,21,16,67,17,12,8,75,5,47,3,46,2,70
15,11,33,1,47,20,12,6,14,9,74,15,49,10,21,14,79,17,74,18,24,19,54,8,78,3,30,12,39,7,34
#Setup times
32,76,57,56,71,69,64,22,23,31,43,25,68,29,61,70,58,39,74,22,69,29,22,18,44
64,54,18,26,69,63,56,49,49,54,15,66,67,43,70,38,18,38,80,53,14,22,20,36,42
70,68,80,23,71,13,74,15,47,28,39,74,21,60,52,61,69,45,68,50,42,52,46,17,34
41,21,78,59,13,39,37,78,41,24,58,34,51,16,59,65,53,59,32,34,73,35,12,73,18
63,53,16,37,78,51,29,56,56,12,63,20,37,62,34,50,65,63,77,34,35,18,41,43,35
70,72,27,43,73,58,76,22,59,10,19,76,70,15,68,78,48,61,41,47,77,24,44,62,21
75,16,79,39,47,43,61,72,64,53,15,68,46,19,77,21,17,11,44,75,76,68,14,71,73
20,56,77,54,25,32,31,37,45,14,25,52,48,27,41,12,23,47,42,75,39,51,48,32,21
20,21,75,16,12,70,64,40,54,56,38,76,19,75,49,55,77,49,18,17,21,52,32,34,54
34,36,37,27,22,66,34,47,12,54,71,47,54,54,75,50,62,35,74,10,51,47,37,55,45
76,24,71,50,23,14,14,11,31,71,73,53,26,34,37,10,44,68,45,75,70,65,65,14,61
23,75,68,29,13,37,18,35,74,69,71,35,32,13,62,10,48,66,38,42,22,11,12,23,58
54,34,14,55,37,21,30,39,32,78,31,10,54,49,52,22,12,66,74,64,46,48,77,51,28
36,28,43,50,59,70,20,32,45,35,16,25,26,17,59,50,75,28,67,56,11,72,46,23,14
50,29,39,74,48,23,73,66,12,44,52,45,13,14,70,35,64,61,44,52,66,13,60,17,28
54,51,11,47,53,61,47,43,27,51,66,52,17,41,49,68,80,30,41,73,69,68,41,53,52
42,42,19,12,33,62,48,65,27,35,21,66,47,79,15,21,68,40,56,39,16,64,75,71,34
21,39,33,44,26,39,68,74,15,44,15,28,25,23,58,73,68,47,61,52,18,78,22,45,64
67,54,75,64,75,17,78,51,13,67,17,53,63,53,66,44,40,72,51,65,59,38,35,46,29
77,16,68,38,44,56,68,47,41,78,37,13,23,61,79,79,19,30,75,73,18,28,40,28,48
74,12,73,63,71,10,55,13,38,71,68,25,70,46,68,78,77,68,27,42,59,16,70,38,48
75,55,76,21,50,50,42,52,66,32,38,24,48,64,53,20,11,30,64,62,15,79,21,43,16
24,13,49,76,10,72,26,14,29,63,78,65,49,36,32,44,55,68,36,65,76,53,15,18,11
73,75,60,11,37,27,41,52,77,70,37,54,57,57,54,67,23,25,47,61,73,71,48,51,62
52,54,24,74,44,56,12,49,25,72,17,63,69,25,13,41,67,53,33,11,75,17,11,13,64
