#Meta infos
10,10
#Processing times
9,2,46,3,65,1,12,4,20,9,10,5,43,7,69,6,78,8,38
10,2,48,3,18,4,29,1,50,5,69,7,29,10,49,6,73,8,45,9,13
9,4,77,6,39,1,15,10,59,3,71,9,65,2,15,5,70,7,71
9,6,53,8,55,10,30,2,37,5,71,7,22,4,79,9,61,1,58
8,4,73,5,49,1,21,2,80,7,16,10,40,3,28,8,64
6,5,46,9,10,10,34,2,70,4,51,3,25
10,8,75,3,27,6,37,4,61,9,16,7,47,1,74,5,36,10,61,2,68
9,2,74,6,63,8,74,9,22,5,22,10,71,4,10,7,16,3,16
8,5,37,4,78,8,34,7,56,1,14,10,49,9,60,3,52
9,3,45,4,40,10,56,6,28,5,15,7,72,9,25,1,32,2,16
#Setup times
72,75,38,47,16,38,69,76,73,24
29,18,16,73,28,75,37,50,23,77
32,28,32,64,22,15,36,51,69,38
24,56,69,80,49,18,41,42,27,26
78,63,55,31,38,74,63,21,60,22
54,61,74,11,20,41,28,10,62,48
26,79,65,74,67,28,14,69,25,31
61,56,76,23,23,17,50,60,73,59
25,37,14,22,72,67,47,60,58,53
44,71,55,12,61,68,36,48,58,44
