#Meta infos
10,10
#Processing times
7,7,97,4,90,2,78,10,59,9,53,3,58,8,99
9,2,98,10,71,9,88,3,81,1,89,4,67,6,76,5,83,8,67
6,9,95,10,77,5,55,1,96,6,57,7,58
10,5,88,8,93,6,63,1,54,4,61,7,72,3,69,10,81,2,71,9,82
3,3,87,8,50,5,58
10,9,85,4,74,3,58,8,87,7,67,5,97,10,69,1,90,6,52,2,67
7,3,91,5,70,2,64,10,95,7,82,4,68,1,97
10,5,77,3,96,8,70,9,59,10,80,6,72,7,88,2,94,4,97,1,67
7,10,58,1,70,5,89,6,89,8,92,3,59,9,67
7,2,63,6,77,8,74,5,72,4,76,9,74,10,75
#Setup times
98,80,81,87,71,96,66,71,50,96
53,84,93,75,52,54,82,98,85,85
91,70,58,68,99,57,79,54,54,61
55,65,67,92,54,92,67,73,56,65
57,96,58,82,78,94,55,91,50,70
52,70,73,68,52,76,65,81,82,87
89,84,89,80,69,74,92,50,81,76
74,90,55,68,67,85,63,51,63,50
85,97,79,98,66,90,75,85,53,97
59,90,93,83,80,98,62,92,92,94
