#Meta infos
10,10
#Processing times
9,5,64,2,68,7,75,8,55,9,73,10,48,3,19,6,64,1,66
10,1,80,4,11,5,22,10,26,6,13,3,61,9,45,7,67,2,19,8,25
6,7,12,10,66,6,64,8,49,2,55,4,50
9,5,11,2,15,6,17,8,69,7,29,1,26,3,15,10,14,9,14
6,5,58,1,29,9,21,4,60,10,36,6,50
8,9,41,10,51,7,64,4,67,3,28,8,38,6,16,1,38
7,8,15,6,56,3,56,10,49,7,57,2,13,1,60
9,7,10,10,39,8,36,2,48,1,40,6,14,5,61,3,70,4,58
7,7,72,9,43,6,15,3,29,2,27,5,45,10,64
9,9,42,1,41,8,80,2,67,10,11,4,20,5,41,3,45,7,45
#Setup times
64,52,68,46,38,40,24,32,65,31
61,33,16,59,73,23,50,45,76,43
10,66,37,51,12,53,62,56,74,63
10,30,30,73,69,13,45,62,40,75
24,67,56,76,38,49,36,75,29,37
50,33,72,49,27,24,31,49,42,38
31,74,12,61,28,49,26,24,79,75
55,42,80,80,51,28,72,28,78,46
36,58,25,31,74,59,63,39,17,15
45,50,63,24,39,79,18,39,36,51
