#Meta infos
20,20
#Processing times
15,14,17,2,40,4,17,8,22,17,24,20,20,16,43,12,53,1,28,15,76,6,27,11,12,9,55,13,78,7,24
19,3,25,6,22,15,20,2,50,4,25,18,14,5,18,17,48,16,10,8,41,11,37,9,23,13,57,20,52,14,15,19,39,12,39,7,67,10,52
16,15,50,6,16,16,80,11,75,17,75,7,12,10,68,19,54,14,13,9,48,20,60,2,27,13,15,5,35,12,45,8,44
16,17,49,20,39,7,59,5,71,8,19,19,57,15,66,16,22,6,18,12,66,1,78,14,75,2,66,10,52,11,55,18,41
20,16,35,2,42,17,47,4,78,7,80,15,24,1,29,5,18,13,75,9,78,8,66,14,30,10,12,3,10,19,12,6,59,12,51,18,77,11,32,20,26
18,3,30,15,13,5,35,16,35,2,75,19,45,14,45,18,24,17,25,9,29,8,12,4,73,10,66,12,54,1,53,11,11,13,50,20,44
18,19,41,9,72,2,55,11,64,4,53,1,55,16,56,3,22,18,68,10,75,8,54,15,17,6,56,7,69,20,45,13,53,14,29,5,22
17,17,23,1,15,19,69,13,17,2,69,8,29,18,35,16,56,20,61,12,20,6,75,11,34,10,32,14,62,4,43,15,60,3,53
16,1,53,17,56,5,57,19,58,9,74,18,61,2,11,6,19,15,57,14,47,12,77,8,64,10,80,16,14,13,23,7,42
15,19,18,16,44,14,32,13,64,4,20,3,13,8,46,7,52,18,65,9,18,17,40,12,72,20,24,2,35,1,21
17,15,25,3,26,9,32,20,44,14,30,8,59,6,20,18,20,16,65,13,80,5,17,10,32,2,45,1,42,17,26,19,44,4,14
18,19,48,18,40,9,64,7,42,8,13,15,75,10,75,13,43,14,80,1,29,20,26,2,80,4,18,6,20,12,39,5,15,17,21,11,53
15,7,53,17,23,3,31,8,78,9,13,11,15,20,70,13,66,14,29,10,55,6,44,19,35,4,50,15,12,18,21
18,6,12,19,63,16,63,4,48,9,71,13,51,10,45,17,64,5,80,12,53,18,32,15,34,1,56,14,47,7,20,8,66,3,80,11,43
19,9,40,20,28,14,22,18,25,7,18,15,43,4,40,8,68,1,64,5,34,11,34,10,24,3,22,12,58,17,62,6,10,16,51,13,43,19,53
19,2,38,11,63,8,30,20,51,4,26,19,18,18,25,7,20,17,26,9,53,6,71,1,46,16,36,12,68,14,14,15,34,10,54,3,35,5,24
20,9,52,10,43,5,75,17,15,20,52,16,35,1,18,6,31,14,64,15,59,12,47,3,70,13,29,18,67,11,47,19,67,2,77,8,29,7,54,4,31
16,16,65,9,36,4,34,19,14,5,13,10,56,11,42,6,56,12,45,2,56,8,43,15,47,17,20,20,65,7,25,18,17
17,1,58,7,34,15,59,3,74,19,80,14,56,4,50,12,30,10,11,13,57,6,51,17,10,16,48,11,57,20,10,5,30,2,56
18,12,44,20,59,2,27,11,13,1,67,19,14,14,35,8,41,5,64,16,66,13,56,4,48,10,39,3,54,17,43,7,24,18,13,15,41
#Setup times
46,62,67,19,72,38,25,29,45,52,16,44,30,10,42,55,70,35,44,22
32,12,15,60,61,50,12,57,56,33,59,39,19,69,18,70,33,22,73,29
65,55,65,67,33,35,45,33,78,56,50,56,62,64,56,24,10,69,68,12
68,42,16,30,78,61,79,23,42,52,58,27,16,66,43,80,33,17,67,59
11,77,50,20,33,60,47,77,75,66,35,48,30,13,27,73,34,59,59,37
22,21,57,74,79,55,11,26,20,55,43,14,10,62,23,19,30,63,54,20
37,35,46,73,31,52,37,67,15,19,54,12,70,51,24,69,24,24,65,50
60,27,12,63,20,58,26,19,64,52,47,20,58,48,33,23,40,66,37,73
33,59,57,40,53,47,12,13,60,19,59,35,54,15,26,15,22,27,54,47
43,43,48,78,19,72,18,23,40,21,43,39,54,73,60,27,68,59,18,31
75,52,50,37,58,74,34,13,65,61,79,10,64,66,35,67,69,24,30,13
10,40,48,26,42,79,32,48,66,79,38,39,27,65,32,33,71,14,51,34
68,43,60,15,75,20,78,34,14,25,69,61,43,79,69,74,57,47,58,34
18,29,59,40,12,41,73,13,69,30,29,71,79,11,67,78,36,78,72,70
65,43,13,60,59,57,77,19,65,47,61,48,16,70,39,54,26,46,41,33
59,25,24,33,30,59,68,59,35,69,43,28,72,74,76,36,27,14,13,27
69,24,80,59,38,21,32,50,45,46,79,60,40,50,39,14,29,12,80,33
78,68,54,43,44,27,58,51,38,77,56,55,47,66,58,29,28,56,67,50
64,39,17,32,74,61,21,38,34,10,27,40,11,22,49,13,63,67,47,56
56,56,21,40,31,52,76,30,20,28,32,51,13,32,49,78,49,48,10,13
