#Meta infos
10,10
#Processing times
9,7,95,3,66,9,59,10,86,1,75,2,68,6,54,8,57,4,51
9,4,60,6,82,8,57,1,86,9,78,7,84,3,74,2,85,10,84
9,5,53,3,72,2,98,6,85,1,59,7,77,8,89,10,90,9,66
9,9,71,7,98,4,69,6,63,3,80,10,78,8,78,1,98,2,56
9,6,84,5,65,7,83,4,62,9,67,8,64,2,64,1,62,10,69
10,10,78,6,80,8,52,7,94,4,52,3,80,1,64,5,58,2,54,9,64
10,3,53,1,53,7,77,9,96,2,76,4,53,8,97,5,58,6,84,10,74
10,10,63,5,76,8,72,1,88,7,68,9,90,4,75,2,96,6,59,3,87
10,5,94,10,94,2,57,7,60,6,87,4,79,1,91,9,52,3,97,8,72
9,8,66,3,61,9,87,7,86,5,81,10,50,1,98,2,64,6,98
#Setup times
55,58,65,82,91,80,84,52,84,50
85,78,83,63,81,77,87,58,67,62
77,79,92,95,81,50,59,55,89,57
96,56,66,87,74,77,76,88,89,53
57,79,57,84,60,71,52,98,69,70
71,56,87,65,70,74,65,68,51,90
70,78,62,77,52,79,62,94,88,54
51,97,67,64,54,97,71,58,84,59
96,60,85,68,84,89,68,50,67,98
62,57,87,97,81,78,67,79,81,79
