#Meta infos
30,20
#Processing times
18,20,73,5,69,2,32,15,32,1,19,10,10,7,30,6,35,14,11,18,59,11,27,17,58,16,46,4,24,9,80,8,65,3,56,19,57
19,1,71,17,51,5,26,10,37,18,45,9,52,19,34,14,70,12,26,15,80,11,18,7,24,6,36,8,47,20,28,3,55,2,51,4,29,13,63
20,8,75,5,31,4,39,13,68,9,61,2,73,12,79,17,73,10,37,19,66,15,59,11,67,20,13,14,66,1,77,3,12,18,32,7,23,16,32,6,29
18,4,72,16,18,5,38,19,54,17,50,7,75,15,40,10,38,3,41,8,23,2,73,13,78,20,48,1,38,18,62,14,30,9,80,6,49
19,3,62,2,22,1,12,17,47,11,10,15,73,13,52,16,36,4,48,5,47,9,11,10,33,19,44,8,56,12,29,6,64,18,75,14,40,20,38
19,14,63,9,15,11,35,1,24,4,66,10,74,3,26,15,61,6,43,18,65,17,39,2,44,19,49,16,57,8,17,12,60,5,64,20,53,13,41
17,14,15,7,35,18,24,1,34,10,29,11,44,19,46,16,62,8,74,13,63,15,69,3,38,6,13,2,59,17,19,9,78,20,24
17,9,18,17,41,15,39,8,21,4,58,3,23,7,71,19,43,2,61,5,11,13,65,6,55,14,61,12,55,10,12,11,56,1,64
18,19,32,11,56,16,80,4,20,7,64,18,33,3,36,13,34,8,77,20,62,6,54,10,79,2,24,5,64,15,29,9,47,1,35,12,10
15,16,54,13,77,9,53,18,44,11,62,12,77,4,48,1,78,6,58,8,73,20,36,14,37,17,17,10,31,3,78
20,6,29,2,34,17,79,12,36,18,36,3,65,16,78,14,72,20,74,1,37,11,25,5,77,8,66,9,54,7,75,10,31,19,36,4,43,15,61,13,11
15,14,74,17,43,20,53,3,26,4,47,2,61,15,15,10,60,9,17,11,10,6,59,1,26,16,44,5,76,7,65
20,17,62,14,36,8,48,15,17,13,67,1,68,3,71,10,72,11,33,5,44,18,22,4,32,19,20,12,32,2,11,6,67,20,38,16,13,9,44,7,70
20,14,13,3,13,19,26,15,26,9,31,20,76,8,48,13,25,7,73,5,55,10,24,4,39,16,25,2,22,17,43,12,60,6,56,18,28,11,77,1,60
18,7,75,13,31,4,18,17,16,15,68,10,49,1,67,19,40,11,78,14,40,18,71,16,41,12,35,8,46,5,58,2,18,6,12,20,16
18,9,47,19,10,4,56,8,16,17,71,5,53,15,48,12,34,16,19,2,51,11,27,20,23,7,49,6,21,1,70,14,68,3,72,10,51
16,19,55,10,46,5,32,15,26,7,60,13,48,12,69,3,36,18,30,11,48,8,49,16,27,4,62,20,44,14,79,9,35
19,16,34,4,55,6,66,7,32,5,29,10,59,1,46,20,12,2,18,8,40,11,48,9,11,12,18,3,29,14,49,17,34,13,50,15,35,18,75
15,1,50,10,59,13,59,18,80,2,13,4,30,12,64,19,69,14,53,9,44,8,37,6,76,11,53,5,53,3,20
15,5,66,14,73,20,63,12,46,3,72,10,38,13,41,4,78,15,53,18,80,9,19,17,53,11,62,19,36,8,45
15,10,65,2,32,9,64,15,49,1,34,7,48,13,77,17,59,18,53,14,50,4,23,8,45,3,71,16,40,20,72
19,10,65,16,64,4,14,18,15,17,66,12,50,8,79,15,61,3,16,9,41,6,76,11,77,5,64,14,10,20,41,2,77,7,19,13,49,19,30
15,3,13,4,78,17,12,10,74,11,55,8,23,2,44,18,48,16,43,9,65,6,17,14,48,13,71,19,17,12,28
17,17,30,6,29,14,77,3,80,12,69,13,18,5,76,16,61,4,38,15,69,1,16,7,73,8,21,10,74,19,24,9,57,18,67
17,13,67,9,67,17,61,16,80,15,39,8,56,6,74,5,17,4,25,7,76,19,73,14,37,2,45,20,58,18,63,10,38,11,44
19,15,40,10,32,11,16,1,74,17,40,20,25,12,73,8,49,6,37,16,76,18,64,7,11,2,54,4,34,9,13,13,42,19,16,14,58,5,25
17,2,21,12,48,11,49,15,76,7,76,13,55,19,54,8,67,9,68,16,22,18,66,3,71,14,53,6,56,20,70,1,53,10,66
16,9,34,20,38,6,74,7,69,15,43,4,25,8,55,17,23,10,27,5,31,1,62,2,67,16,62,13,49,12,26,18,17
15,16,70,15,42,11,76,19,70,12,13,5,43,14,14,3,72,1,52,7,65,18,16,10,62,17,13,6,31,2,61
19,18,39,19,71,7,16,3,74,9,73,4,70,6,57,2,56,14,50,5,69,17,80,8,52,12,71,10,77,1,34,15,54,13,45,11,36,20,24
#Setup times
22,64,51,15,55,77,42,56,38,10,38,48,41,78,48,26,68,38,56,80,19,14,75,56,48,16,12,20,42,66
61,66,73,70,34,72,77,66,51,10,31,12,30,33,59,30,75,36,62,75,13,66,49,35,13,35,68,31,10,12
33,33,28,26,59,35,73,30,55,34,64,79,52,17,73,58,57,37,71,24,36,11,78,55,29,60,67,73,72,64
73,14,52,16,32,59,39,27,70,59,53,21,40,68,24,62,58,18,65,19,11,56,48,46,56,31,75,22,66,46
46,62,64,29,49,60,18,37,11,38,40,40,27,27,50,12,28,43,53,21,51,16,74,57,66,74,78,23,69,68
10,59,23,45,34,38,62,60,79,46,23,43,56,21,10,32,61,64,40,48,12,30,49,74,41,30,60,53,52,78
58,68,79,76,55,61,75,80,30,64,20,38,42,65,80,35,40,52,65,46,15,29,72,69,71,75,45,73,35,46
30,30,41,24,21,14,35,67,38,71,60,46,18,37,13,30,49,20,62,30,28,38,34,20,51,47,52,37,62,23
65,69,59,48,46,71,65,67,18,54,16,74,63,74,14,14,49,45,50,25,17,66,42,11,21,44,46,77,59,78
54,42,59,11,12,43,46,69,52,69,53,15,44,79,38,30,46,37,28,61,78,14,76,43,41,22,74,44,66,35
41,48,28,28,64,61,57,50,66,49,72,51,14,39,32,37,32,79,48,24,74,63,11,28,79,15,58,41,66,32
33,69,32,13,37,51,72,24,28,72,76,36,32,52,76,70,42,62,65,42,53,59,41,22,75,63,59,59,72,13
60,18,69,40,20,28,47,59,11,23,66,20,64,25,35,23,61,19,43,60,41,45,43,41,63,22,34,17,33,47
68,76,39,42,70,77,55,60,47,49,22,15,70,80,49,73,71,25,42,22,76,37,31,70,16,22,40,52,33,11
36,35,26,42,14,70,71,47,49,41,39,23,65,17,12,20,79,22,60,63,18,22,53,31,20,45,33,52,35,47
15,34,75,28,78,10,52,52,75,79,67,26,42,10,71,30,78,67,39,62,15,48,70,49,59,23,63,60,72,63
73,32,16,64,53,75,51,45,73,77,41,73,78,79,60,76,21,42,43,41,79,43,66,49,33,51,34,42,38,53
10,22,37,76,55,23,42,30,45,36,56,14,79,68,66,43,48,19,78,21,30,50,58,10,49,36,27,75,58,79
64,56,20,75,18,18,30,52,75,80,53,33,16,11,35,27,72,71,68,28,20,33,46,61,17,46,48,63,71,43
55,30,31,17,29,72,18,15,45,15,77,51,74,62,43,47,75,58,41,68,33,41,78,76,53,20,10,45,29,15
66,80,19,40,31,57,33,31,14,39,42,30,64,25,31,73,80,11,29,52,59,38,48,71,45,19,19,36,13,30
69,32,66,59,79,26,63,20,12,74,13,20,41,48,14,50,29,36,23,64,80,62,76,54,12,41,16,35,16,37
47,67,42,57,19,53,48,48,48,48,32,24,68,30,75,54,35,74,72,70,40,72,66,36,36,27,33,48,47,22
17,38,50,67,28,77,62,12,11,64,43,49,32,29,24,42,27,38,33,76,72,25,61,22,61,63,79,14,34,17
50,76,69,80,43,14,69,27,74,21,30,71,45,75,18,34,59,44,62,62,60,62,39,45,79,37,40,67,36,62
14,77,29,68,49,67,71,80,41,35,77,73,52,21,43,12,71,45,14,33,39,76,16,62,44,73,24,43,61,66
65,19,80,43,30,41,67,70,46,37,14,73,10,22,56,28,65,38,56,11,63,12,33,76,57,80,56,15,73,35
53,31,35,70,72,38,17,79,19,72,77,56,44,69,46,48,55,79,45,80,11,60,67,53,11,69,19,66,56,15
24,66,65,37,11,52,60,19,76,76,67,26,20,49,73,77,53,71,55,44,70,79,78,53,49,11,24,17,67,30
17,67,69,76,33,36,41,52,11,73,63,79,19,12,15,78,24,12,25,32,66,76,29,80,13,47,47,66,45,42
