#Meta infos
10,10
#Processing times
6,9,65,5,95,8,82,4,57,1,79,7,88
6,10,82,1,74,5,91,3,89,7,90,8,59
10,8,56,4,97,10,97,7,75,2,79,9,87,1,65,6,77,3,84,5,52
5,9,55,4,63,8,58,2,77,6,80
5,4,52,10,64,5,55,6,59,3,99
7,3,87,6,64,10,80,8,62,2,94,9,94,5,64
6,8,61,9,99,2,86,6,70,10,72,5,50
10,3,87,1,58,5,76,4,90,9,99,8,57,10,57,6,80,2,60,7,83
9,2,51,6,91,5,93,3,92,10,52,9,58,4,62,1,83,7,50
8,5,68,1,90,6,52,3,78,4,82,9,77,8,91,7,55
#Setup times
97,83,80,67,89,98,64,73,68,72
59,97,80,87,66,79,85,97,66,73
93,96,92,62,93,56,72,61,52,79
74,65,92,95,62,72,92,92,64,79
76,89,71,71,95,78,56,53,94,66
88,99,67,68,74,89,52,73,90,76
81,76,82,51,83,83,88,55,66,51
65,76,69,52,86,63,56,74,60,98
56,68,60,64,59,98,62,99,71,85
81,57,57,60,93,96,96,84,97,84
