#Meta infos
10,10
#Processing times
7,1,72,4,24,6,37,9,31,8,24,2,20,10,64
6,10,28,7,62,2,29,6,74,9,33,3,63
6,9,61,5,18,3,47,10,39,7,58,1,75
10,9,35,2,71,6,79,5,75,8,38,4,34,3,13,7,62,1,50,10,28
8,5,60,2,37,4,20,9,78,7,72,1,48,8,79,6,42
7,6,28,8,27,4,54,9,65,3,61,1,32,5,78
8,8,28,2,77,9,19,3,42,4,26,1,72,10,80,6,63
6,9,75,5,51,7,26,2,78,6,14,1,29
6,9,31,7,38,4,60,1,41,2,69,5,18
6,2,58,10,39,9,12,6,48,4,62,7,63
#Setup times
10,41,63,65,50,45,54,55,67,31
58,58,34,60,62,42,21,28,41,29
54,17,13,77,57,21,80,17,73,20
61,39,22,41,13,25,56,53,67,38
20,24,22,69,40,40,14,43,13,41
58,40,15,75,30,57,28,51,40,68
64,11,79,69,72,64,58,36,64,68
58,61,52,80,37,35,78,17,30,36
22,46,70,12,11,59,78,11,59,20
55,68,24,61,50,17,70,49,19,71
