#Meta infos
10,5
#Processing times
4,2,52,1,60,4,63,3,12
3,3,44,1,71,2,42
4,2,76,3,20,4,27,5,66
4,5,36,1,60,3,23,4,13
5,1,23,2,71,4,69,3,75,5,67
5,5,26,2,49,3,65,1,32,4,14
4,5,79,2,76,1,74,4,61
5,4,71,1,35,3,64,2,20,5,58
3,3,76,5,43,2,18
5,3,26,2,74,4,48,5,43,1,35
#Setup times
58,36,30,80,10,62,35,33,14,73
12,19,69,78,76,16,70,28,58,80
78,51,48,34,10,56,46,70,21,35
35,62,65,78,49,42,79,48,53,76
42,35,48,66,40,25,67,50,65,49
58,57,53,67,43,41,55,37,73,56
80,53,64,11,14,37,75,25,74,77
80,12,41,37,27,43,58,63,55,71
33,50,32,71,48,50,13,23,26,74
23,51,29,70,69,58,27,52,12,37
