#Meta infos
10,10
#Processing times
10,7,87,5,61,9,64,2,60,4,64,6,67,10,57,3,71,8,72,1,64
10,7,74,4,75,8,94,9,76,2,86,6,73,1,81,3,62,5,70,10,58
9,3,96,5,95,6,72,9,61,10,52,1,71,2,53,4,64,7,84
10,10,98,2,52,5,95,9,75,4,65,7,68,3,68,6,52,8,86,1,63
9,6,96,8,76,10,95,4,59,1,82,3,50,5,76,2,91,7,66
9,8,52,7,88,5,87,1,50,2,85,3,68,10,74,6,56,4,72
10,7,73,4,83,5,97,10,54,8,73,3,93,9,85,6,96,2,91,1,60
9,9,57,1,90,4,97,8,83,10,53,2,73,7,52,3,66,5,87
9,3,54,8,87,4,81,7,70,2,50,1,74,5,50,6,54,9,71
10,10,75,9,93,2,54,6,81,1,98,8,81,3,87,4,68,7,83,5,82
#Setup times
57,90,88,88,85,64,80,63,74,96
54,87,86,75,89,98,78,97,52,74
53,77,67,77,55,95,72,70,82,96
89,84,64,98,88,68,98,68,89,87
83,55,75,80,92,96,59,57,92,93
55,64,62,95,79,79,72,60,82,88
91,60,79,76,57,69,73,87,86,71
98,59,58,64,89,96,51,85,84,58
86,65,76,87,91,75,72,67,68,59
94,87,84,50,95,73,74,98,73,72
