#Meta infos
10,10
#Processing times
7,8,84,5,86,9,87,10,71,6,56,4,71,2,64
8,9,51,10,66,8,57,2,53,1,51,7,70,3,62,5,81
8,4,54,10,94,6,61,2,67,3,72,8,88,5,79,1,92
10,7,84,5,76,6,71,9,73,1,94,4,63,2,93,3,73,8,80,10,85
7,3,54,2,73,6,52,1,64,9,54,7,88,4,52
7,9,85,2,58,4,95,1,89,3,78,10,70,5,83
5,7,73,5,56,2,82,1,51,3,78
5,10,68,4,99,1,64,2,74,5,66
7,8,64,5,80,7,75,3,60,9,63,2,79,6,53
5,9,56,4,51,6,84,8,75,2,75
#Setup times
73,80,70,80,61,79,67,54,56,75
88,97,81,78,89,66,57,58,67,66
62,50,50,55,53,63,88,99,90,52
82,87,74,70,53,95,99,84,68,65
73,64,76,81,86,66,69,70,59,78
68,96,69,66,94,60,60,66,65,91
81,95,85,63,84,99,55,74,78,94
55,84,72,78,82,54,95,93,68,65
86,57,78,87,83,97,86,57,65,89
73,82,92,96,63,79,52,96,55,96
