#Meta infos
15,15
#Processing times
12,6,30,15,69,10,19,14,10,1,61,12,46,2,41,4,24,9,60,13,78,11,32,7,39
15,7,47,4,51,2,30,6,30,3,63,10,27,15,44,8,47,1,21,5,10,14,61,11,53,13,79,9,75,12,55
13,14,51,8,55,4,66,11,49,6,17,7,26,3,35,13,10,15,10,1,44,2,76,12,47,9,45
12,8,19,4,26,7,32,5,12,2,74,10,42,15,54,14,68,9,20,13,33,12,60,11,48
12,13,31,14,72,7,68,10,23,6,43,12,72,4,14,8,69,15,75,1,23,2,72,11,37
12,11,45,7,39,8,80,3,39,14,65,13,36,12,49,1,59,15,54,4,72,10,19,2,20
13,13,14,9,43,4,54,8,27,10,22,12,35,3,14,6,66,2,64,15,36,14,41,11,54,5,32
15,5,74,7,34,6,29,14,47,15,60,3,66,11,49,2,24,12,33,8,25,13,13,9,72,4,65,10,69,1,40
13,10,44,11,24,1,72,12,79,13,42,2,36,5,11,7,46,9,16,8,51,6,63,3,14,14,75
13,3,53,10,22,13,16,6,27,14,28,4,31,11,67,12,48,1,70,15,41,5,62,9,27,7,72
14,15,71,8,33,3,44,5,75,12,34,14,52,10,17,13,62,6,26,4,31,2,62,7,76,11,15,1,52
12,6,69,3,23,1,46,14,77,10,33,15,35,12,10,4,45,9,65,11,23,13,64,8,19
13,4,15,1,22,5,57,10,78,15,23,12,80,9,74,13,70,6,62,3,20,2,10,11,31,14,63
12,2,57,3,80,7,20,8,51,10,72,5,30,4,44,14,54,15,75,6,45,12,32,1,77
14,15,11,13,32,9,29,14,69,2,28,5,80,6,37,12,37,7,45,8,77,3,75,4,23,10,57,11,31
#Setup times
39,52,53,52,31,55,64,16,10,24,22,15,37,69,12
32,24,37,30,13,28,24,54,47,56,30,77,36,22,31
33,30,52,13,21,17,36,61,16,51,59,19,42,12,29
35,49,31,72,35,13,11,77,50,75,27,42,74,63,43
70,77,78,10,23,31,22,67,17,47,75,18,46,72,32
15,46,52,23,80,21,28,48,29,73,70,67,48,18,38
19,27,54,30,22,57,14,38,41,43,50,69,37,21,40
59,71,20,32,31,73,20,69,43,20,18,43,55,40,51
14,46,60,68,63,14,69,29,50,32,15,59,23,34,65
50,11,79,17,69,49,41,62,14,78,18,43,24,69,67
16,24,49,19,42,71,45,54,43,45,50,30,64,80,29
79,12,36,27,49,70,49,50,29,52,47,19,72,20,70
63,60,52,51,72,36,69,30,11,53,32,12,63,17,68
80,23,39,79,62,35,68,17,19,18,73,67,64,21,43
31,50,24,23,54,41,75,45,20,54,16,48,17,66,61
