#Meta infos
10,10
#Processing times
6,9,72,8,85,4,87,3,71,5,56,7,81
6,4,79,6,66,10,62,3,60,7,61,9,93
9,7,60,2,66,5,77,4,56,8,71,10,97,9,60,3,95,6,51
5,7,74,1,85,2,76,3,64,6,65
6,1,56,9,69,2,64,5,84,6,96,4,75
9,7,64,4,56,10,94,5,77,8,82,3,65,6,51,1,70,2,55
8,10,94,2,58,4,99,1,85,9,78,8,96,5,82,3,56
7,7,89,6,85,9,51,1,51,8,88,5,61,2,63
6,6,79,9,78,5,89,2,99,8,63,3,79
6,10,83,3,58,5,97,8,72,4,71,1,78
#Setup times
67,70,57,78,87,54,95,82,86,62
97,82,73,85,61,92,92,51,59,50
76,86,77,56,94,74,81,99,79,94
94,72,58,99,75,77,87,50,57,67
92,77,50,58,60,53,70,85,98,50
90,58,55,87,81,96,97,98,54,94
53,84,92,69,73,78,98,62,76,93
92,61,51,79,62,84,96,84,50,54
81,92,50,73,67,81,72,82,55,80
79,54,90,99,80,91,96,60,82,73
