#Meta infos
10,10
#Processing times
6,3,64,6,64,2,56,1,52,4,65,8,96
7,9,60,5,62,2,93,3,95,1,51,7,62,10,79
6,2,53,7,97,4,69,3,93,8,60,1,95
8,5,78,6,60,1,53,4,94,7,81,8,75,9,91,2,88
4,4,97,2,69,5,75,1,75
10,7,57,8,61,4,56,1,54,5,62,2,73,3,68,9,84,6,54,10,72
3,4,70,1,69,8,77
10,1,89,5,83,4,57,2,80,7,68,10,73,9,89,8,51,3,81,6,76
4,4,83,8,70,5,92,6,82
1,10,71
#Setup times
83,85,88,83,85,70,66,53,57,66
81,67,69,70,75,99,71,53,55,94
60,88,74,98,77,78,55,59,53,71
72,50,93,79,76,57,71,99,64,90
62,72,97,83,61,63,96,87,61,61
70,57,53,67,68,69,94,67,88,70
66,69,69,93,98,99,57,58,74,77
65,67,63,66,53,99,52,67,88,88
97,97,50,66,87,95,93,52,64,61
87,74,74,68,56,92,64,72,60,94
