#Meta infos
10,10
#Processing times
8,10,69,6,17,8,69,4,17,9,23,5,12,1,49,2,34
10,5,79,8,67,1,20,3,74,10,16,7,47,6,56,2,54,4,19,9,21
8,5,61,7,30,10,43,4,72,3,41,2,26,9,66,8,24
8,4,27,2,71,9,45,10,63,3,11,7,24,8,51,1,67
7,9,60,2,45,6,76,7,63,3,15,4,72,5,27
10,6,21,2,20,8,59,9,80,5,36,4,22,1,28,7,30,10,36,3,38
9,1,43,7,27,5,35,9,62,4,72,3,15,10,10,6,68,2,67
7,8,44,9,53,5,41,10,46,6,12,7,59,4,28
6,8,29,3,22,7,47,6,44,5,52,1,74
10,8,27,3,22,1,21,6,70,10,73,9,50,7,34,5,72,2,69,4,29
#Setup times
29,46,71,63,77,39,61,17,65,43
37,18,24,33,27,78,66,40,31,25
43,66,76,31,23,26,30,20,27,46
66,45,62,10,58,11,35,19,55,75
64,56,32,50,12,48,49,22,60,63
30,65,61,18,27,53,60,59,31,66
60,28,30,29,29,22,21,58,12,42
63,29,24,15,49,40,61,16,52,42
72,31,75,23,26,72,53,51,70,73
39,36,30,14,43,33,74,62,15,11
