#Meta infos
25,20
#Processing times
20,17,71,1,59,16,49,9,37,3,32,20,66,8,60,12,53,7,56,14,75,5,35,15,11,18,64,13,41,4,70,10,47,19,27,2,69,11,37,6,62
20,12,57,2,59,1,60,8,12,20,44,7,80,17,39,15,75,13,27,9,75,4,13,3,21,16,56,6,45,11,66,5,21,14,79,18,52,19,58,10,61
19,2,15,17,66,10,33,9,74,16,41,19,73,13,25,18,20,4,72,14,65,15,58,1,47,8,54,7,71,5,32,12,43,20,23,6,20,3,13
18,1,69,2,17,15,73,18,68,7,65,5,24,12,34,3,38,9,29,8,34,4,57,13,29,16,35,19,61,11,24,14,38,10,57,6,44
18,7,68,19,15,18,76,3,18,17,30,11,48,14,17,4,68,12,57,16,18,20,45,2,78,8,62,15,33,6,72,13,72,10,27,5,32
19,7,22,17,78,2,70,10,11,11,66,19,17,13,40,9,44,6,14,5,66,4,69,18,68,1,80,20,43,15,72,16,47,8,56,3,26,14,77
18,17,76,20,47,18,64,7,14,3,23,6,49,12,76,19,30,5,45,13,80,10,45,15,16,8,68,14,76,11,24,2,35,16,13,4,64
20,20,37,5,74,9,34,3,12,7,29,12,80,16,51,4,11,17,57,18,71,1,32,8,37,19,61,14,10,6,12,10,40,15,56,13,75,2,42,11,36
18,3,35,4,48,11,39,5,56,8,78,17,55,13,11,18,49,2,15,7,68,6,74,19,19,20,37,1,21,15,28,10,46,14,22,12,72
15,15,74,10,20,8,48,2,35,7,80,13,22,20,40,12,24,9,34,5,76,18,29,17,67,19,52,3,39,16,34
17,7,19,15,36,20,31,11,71,19,74,2,51,6,71,13,77,14,19,4,56,5,78,9,47,16,47,8,22,10,12,1,71,3,78
20,9,18,16,11,10,62,7,50,4,58,13,26,6,19,18,57,12,53,8,51,1,74,3,21,14,44,19,32,11,39,15,14,2,13,5,11,20,70,17,77
16,19,36,5,54,2,37,15,21,17,79,1,60,11,76,12,27,3,80,6,26,18,69,13,67,10,23,16,44,20,64,4,74
17,7,46,10,19,3,59,20,56,16,13,17,62,18,21,5,79,1,66,6,74,8,69,2,38,15,63,19,10,12,59,11,14,14,62
19,19,16,12,16,6,16,20,32,9,47,11,52,5,21,18,74,8,69,4,42,10,20,16,63,1,17,2,52,14,11,15,33,7,57,3,31,17,35
15,8,70,15,70,2,57,17,12,13,42,20,15,18,15,14,49,1,48,16,19,19,76,4,47,10,77,9,38,11,39
18,15,18,12,24,2,65,10,80,8,55,1,40,4,69,3,20,14,45,18,70,6,21,11,28,13,77,17,37,19,67,7,27,9,14,16,46
20,17,77,12,51,8,30,7,25,1,11,2,28,9,73,4,35,5,40,11,77,15,79,20,46,13,43,18,21,3,44,16,11,14,55,6,22,10,72,19,27
19,20,59,7,66,5,71,15,63,6,13,4,26,16,77,12,19,1,34,3,64,14,77,11,10,19,57,18,47,2,27,10,67,13,62,17,69,9,47
17,10,62,13,10,3,25,19,16,12,66,1,22,5,35,15,53,18,13,16,49,6,42,7,10,8,80,2,28,20,51,17,15,11,71
18,3,42,6,42,1,42,15,80,10,66,2,52,8,12,4,65,17,53,14,21,16,75,5,70,7,36,9,45,19,31,12,31,11,46,20,47
20,12,67,18,18,6,26,9,49,15,40,8,18,5,30,10,59,13,29,16,47,1,51,11,23,17,52,3,76,14,54,19,11,4,65,2,31,7,28,20,46
17,1,31,3,49,13,11,9,32,8,32,18,55,5,30,6,29,7,11,2,79,20,71,14,13,15,65,19,44,4,42,10,75,12,35
15,3,10,13,57,8,24,9,51,6,30,11,42,4,73,20,31,18,40,10,43,5,75,2,23,1,27,14,76,7,16
20,9,71,17,41,2,44,12,40,8,38,13,53,4,47,20,30,5,28,10,69,19,34,15,35,18,21,3,31,7,28,16,51,14,21,1,63,11,38,6,80
#Setup times
23,40,25,22,19,58,44,72,15,52,41,53,20,58,28,80,44,54,33,24,18,71,14,14,14
18,62,74,30,18,59,38,60,53,31,67,10,74,11,37,44,40,18,23,66,56,41,26,70,63
52,39,76,66,55,40,48,54,32,19,33,50,45,61,20,58,67,10,49,12,67,67,13,10,15
50,75,38,71,26,70,76,55,38,20,67,25,69,25,13,19,69,39,50,32,79,43,78,12,18
63,16,21,53,63,33,22,67,41,38,50,36,67,12,78,19,17,46,67,15,43,69,23,34,53
11,33,19,39,32,23,51,73,15,17,53,38,39,45,36,76,34,54,62,16,13,50,54,12,14
39,61,63,15,28,35,32,78,51,39,28,62,21,46,40,16,76,62,28,30,33,52,59,40,74
75,41,19,54,75,15,23,17,43,50,58,41,34,21,72,74,42,61,34,29,42,61,48,10,57
75,53,26,15,80,31,11,74,54,41,74,74,72,59,33,66,42,71,69,14,14,17,61,67,16
80,67,68,58,69,54,45,74,29,43,34,64,46,78,64,28,17,41,79,28,48,42,50,54,29
55,69,54,79,19,32,20,44,46,38,13,71,80,14,39,57,71,22,68,48,76,61,60,42,53
66,72,56,22,53,64,71,40,25,71,71,57,74,67,63,22,54,43,79,58,58,47,50,37,55
78,13,17,40,47,43,38,36,15,69,44,38,62,43,50,51,73,50,58,62,22,25,17,16,14
12,30,26,74,68,12,42,54,59,80,17,54,30,56,16,16,43,17,67,64,49,26,48,62,62
79,45,74,16,47,66,76,12,64,46,57,11,63,79,38,26,20,49,23,72,58,46,16,46,73
16,32,75,66,50,35,77,77,66,65,22,44,30,67,10,78,29,46,34,26,27,76,66,56,23
40,54,19,36,32,11,22,73,67,60,72,15,32,72,55,41,45,13,37,32,48,49,43,52,44
57,16,20,16,76,42,45,30,16,48,50,62,55,13,53,57,73,35,56,73,31,80,25,53,13
17,80,30,20,53,68,61,58,43,24,43,37,14,25,79,56,14,25,67,78,76,34,58,30,67
69,50,43,69,57,23,72,63,30,42,19,52,13,12,79,47,40,45,57,50,55,79,40,19,43
61,71,24,77,76,13,42,67,20,78,11,14,60,45,75,74,69,29,16,36,65,51,75,47,32
40,27,54,39,15,57,74,40,29,38,55,36,66,34,24,11,16,64,14,16,41,62,24,38,64
12,50,26,58,29,53,80,78,63,28,75,51,45,56,22,70,14,21,73,47,18,33,55,70,26
74,61,41,15,14,68,52,64,49,34,14,77,41,58,49,35,59,56,48,38,62,29,11,16,23
46,26,60,23,18,16,47,28,23,24,18,71,72,12,56,76,36,31,55,60,62,13,47,22,52
