#Meta infos
20,20
#Processing times
18,7,77,19,52,15,26,14,33,10,69,5,19,6,32,12,48,1,48,16,22,2,16,17,14,3,51,4,42,9,50,13,79,11,23,20,53
16,19,48,4,78,13,79,3,23,1,73,9,78,18,23,12,80,17,44,8,51,2,61,11,39,5,19,7,32,14,64,16,56
19,3,66,16,67,1,23,9,46,2,43,14,44,6,13,10,62,15,77,19,18,4,22,11,23,20,69,12,18,8,49,17,27,5,40,18,69,7,24
20,8,43,5,69,19,18,2,52,10,19,15,61,3,57,9,24,6,78,18,77,17,18,4,68,7,41,14,37,12,67,16,47,1,48,13,43,20,29,11,22
20,8,16,1,67,16,53,17,31,14,30,11,50,5,35,9,19,19,77,2,64,12,57,13,54,18,24,3,67,10,53,4,53,20,13,15,36,6,51,7,39
17,2,33,6,76,11,76,8,59,1,75,4,20,17,22,5,50,18,64,14,12,19,30,3,30,20,35,15,53,7,57,10,55,12,28
20,17,58,18,29,10,39,12,49,5,74,15,71,13,22,14,50,7,12,8,78,1,42,19,52,11,22,6,23,4,42,9,74,20,23,2,16,16,23,3,24
18,15,60,1,14,13,56,6,16,11,37,5,28,12,73,4,48,7,22,2,44,10,54,18,70,19,70,3,35,14,11,16,75,17,11,20,50
20,4,77,15,15,16,40,3,41,17,57,13,45,1,39,2,67,10,64,5,60,11,79,20,21,8,60,14,76,12,29,7,76,9,77,18,36,6,47,19,38
18,16,18,10,25,7,74,8,40,2,28,18,29,5,17,15,37,12,68,19,39,14,62,4,72,3,74,9,26,17,37,11,52,13,78,6,43
18,9,69,4,65,14,34,17,61,11,24,18,42,12,30,10,58,1,25,7,28,15,63,16,11,8,69,13,14,19,73,2,43,20,45,3,71
16,18,35,9,79,5,72,8,78,20,45,1,71,11,34,12,64,17,34,19,56,14,55,3,35,4,54,10,48,2,67,16,52
20,4,37,16,34,7,80,3,77,2,61,1,51,5,28,14,32,15,60,9,69,18,52,6,31,12,69,20,21,10,11,8,45,17,34,11,13,19,70,13,25
18,2,63,9,59,13,17,12,27,6,42,14,48,7,28,16,10,18,20,10,54,3,20,4,40,17,16,5,25,15,11,19,29,1,20,20,22
19,12,32,15,40,2,67,16,58,10,51,7,72,20,57,18,80,4,28,1,48,14,58,9,43,3,18,6,46,19,38,17,65,5,70,13,16,11,64
20,9,12,12,21,13,38,5,36,16,52,18,10,1,47,20,50,2,65,17,30,7,69,6,21,11,61,14,31,19,55,3,18,8,40,4,17,10,15,15,41
20,13,19,5,40,19,22,20,44,11,17,3,53,2,61,14,20,4,55,16,54,7,28,9,43,6,33,17,45,8,66,12,54,18,46,10,29,1,40,15,20
15,7,31,10,67,3,79,4,73,19,28,5,29,13,73,12,78,15,22,16,15,1,19,8,55,9,20,11,37,6,16
20,1,17,18,71,12,69,10,22,15,21,13,31,8,71,3,36,9,59,17,14,5,44,7,70,19,58,6,44,16,51,4,64,11,74,20,36,14,67,2,72
18,6,22,10,16,11,56,19,35,4,52,5,45,13,16,20,70,9,68,3,28,8,22,7,15,17,56,12,26,18,28,2,57,14,55,15,32
#Setup times
71,24,75,11,50,35,79,65,19,37,68,46,58,38,53,24,73,30,13,57
77,34,76,37,27,40,63,11,34,30,25,23,20,63,20,50,74,74,68,58
67,74,60,21,53,46,57,38,29,75,52,42,24,56,42,58,34,72,21,47
46,74,44,39,40,56,80,53,76,38,32,73,20,41,57,63,28,77,66,52
39,71,79,48,69,52,30,67,47,49,24,60,17,54,47,75,33,44,59,15
41,31,34,42,61,53,60,63,11,45,34,55,39,55,41,22,73,54,33,72
69,15,53,64,32,57,63,12,10,51,50,73,48,27,25,22,34,58,50,27
42,14,69,13,16,36,48,37,80,21,12,21,54,25,57,42,66,21,16,73
22,64,10,68,23,37,72,13,14,43,54,33,10,48,78,38,52,54,13,60
62,31,71,58,25,14,25,64,20,16,37,79,72,18,12,23,30,23,22,73
78,28,55,34,19,33,77,38,65,61,16,80,40,45,28,71,60,58,49,75
55,39,54,11,33,35,56,20,33,43,11,11,52,15,51,73,60,60,70,52
62,41,64,41,55,73,59,68,46,34,58,65,31,11,11,19,63,28,64,37
27,41,71,59,50,15,79,75,72,73,37,54,13,75,14,57,18,33,17,48
61,58,80,50,26,33,59,27,30,39,13,65,67,49,49,24,54,27,66,68
51,45,10,76,43,67,52,32,68,61,33,59,24,78,27,47,77,34,54,75
12,67,72,21,40,15,43,45,61,49,33,10,51,70,45,19,46,53,30,29
31,52,67,30,15,61,77,77,30,51,48,12,68,16,31,19,50,60,61,36
70,38,38,79,64,79,67,60,80,11,42,11,79,14,46,15,47,15,43,70
75,80,29,48,22,50,55,48,48,14,67,28,31,46,14,14,78,21,45,26
