#Meta infos
10,10
#Processing times
3,7,85,9,96,10,85
4,10,84,3,70,8,51,1,57
9,2,83,1,61,9,53,8,85,6,58,3,96,5,75,10,93,7,54
3,4,85,2,68,1,80
4,8,74,2,95,10,83,6,98
8,8,63,4,92,7,69,10,61,9,87,3,95,5,57,1,56
9,1,59,5,94,7,73,10,79,8,88,9,87,2,73,6,81,4,56
10,5,87,6,60,2,70,4,50,10,63,3,82,1,68,7,55,9,50,8,61
8,4,57,10,90,7,68,9,80,6,50,5,78,8,75,1,83
3,8,59,2,55,6,77
#Setup times
57,83,77,55,78,80,86,91,74,57
91,94,86,91,89,85,50,64,68,84
80,73,70,56,76,71,84,66,92,86
81,70,57,58,70,78,68,73,75,59
79,71,68,93,70,85,80,70,59,73
69,99,60,80,89,87,70,83,69,90
65,78,95,59,77,87,81,99,70,78
92,75,81,84,61,50,66,92,63,92
67,65,64,85,74,96,79,87,91,60
99,54,97,82,90,59,77,97,79,86
